AMCL_Time,AMCL_X,AMCL_Y,Odom_Time,Odom_X,Odom_Y
151.182,2.6918663078453,-0.06031728213587657,151.425,2.8034394994470815,-0.05886446551455833
151.182,2.6918663078453,-0.06031728213587657,151.525,2.8533957940697334,-0.05918580927489218
151.582,2.88133675490121,-0.06551106577095697,151.625,2.9033562125735997,-0.059542246951470666
151.582,2.88133675490121,-0.06551106577095697,151.725,2.9533126500861093,-0.0599177491572941
151.582,2.88133675490121,-0.06551106577095697,151.825,3.003269390529193,-0.060249143332061945
151.582,2.88133675490121,-0.06551106577095697,151.925,3.0532289781294546,-0.060606710014696544
151.982,3.064774563991835,-0.069212219633551,152.025,3.1031841841785948,-0.06098046606924179
151.982,3.064774563991835,-0.069212219633551,152.125,3.1531436869508846,-0.06131033531991071
151.982,3.064774563991835,-0.069212219633551,152.225,3.2031125025452636,-0.06156933876524491
151.982,3.064774563991835,-0.069212219633551,152.325,3.253070965693021,-0.06175727968127167
152.383,3.275737097978336,-0.06865036193195886,152.425,3.303036928723012,-0.06200203670349991
152.383,3.275737097978336,-0.06865036193195886,152.525,3.3529945891100197,-0.06228878826884739
152.383,3.275737097978336,-0.06865036193195886,152.625,3.402960212124938,-0.06250577233608763
152.383,3.275737097978336,-0.06865036193195886,152.725,3.4529179421714993,-0.06268226803051197
152.783,3.452308632329683,-0.07116426036733206,152.825,3.502876573359864,-0.06292376284738534
152.783,3.452308632329683,-0.07116426036733206,152.975,3.577823122985992,-0.06325776761518258
152.783,3.452308632329683,-0.07116426036733206,153.075,3.6277810964198576,-0.06341548877619302
152.783,3.452308632329683,-0.07116426036733206,153.175,3.677745892865711,-0.06363366368947768
153.183,3.6482988134831746,-0.07263494736437066,153.275,3.727703795201461,-0.06387120401474593
153.183,3.6482988134831746,-0.07263494736437066,153.375,3.7776658930349507,-0.0640064920455005
153.183,3.6482988134831746,-0.07263494736437066,153.475,3.82761958355171,-0.06388693186065972
153.183,3.6482988134831746,-0.07263494736437066,153.575,3.877570756373937,-0.063455995937766
153.583,3.8395149270597777,-0.07072152238946079,153.675,3.927519926151452,-0.06285006838809638
153.583,3.8395149270597777,-0.07072152238946079,153.775,3.977467807534639,-0.062121167749147665
153.583,3.8395149270597777,-0.07072152238946079,153.875,4.027411804090457,-0.06113505773082497
153.583,3.8395149270597777,-0.07072152238946079,153.975,4.077325929224043,-0.0598572129107932
153.983,4.02449012379283,-0.06940551944991893,154.075,4.126007399579788,-0.058459559469338555
153.983,4.02449012379283,-0.06940551944991893,154.175,4.174801616770447,-0.0569115943206018
153.983,4.02449012379283,-0.06940551944991893,154.275,4.223517380591533,-0.05509387176223256
153.983,4.02449012379283,-0.06940551944991893,154.375,4.2702360099267995,-0.05311600405797021
154.383,4.220903170443116,-0.062107143009706454,154.475,4.314960444734788,-0.05114109061302999
154.383,4.220903170443116,-0.062107143009706454,154.575,4.357683459982617,-0.049319164380517096
154.383,4.220903170443116,-0.062107143009706454,154.675,4.398416731493739,-0.047681411804957406
154.383,4.220903170443116,-0.062107143009706454,154.775,4.437151272807398,-0.04610125229909541
154.783,4.400235467158044,-0.05396049142294694,154.875,4.4739070165165105,-0.044448325241291956
154.783,4.400235467158044,-0.05396049142294694,154.975,4.508660468562254,-0.042674712294314764
154.783,4.400235467158044,-0.05396049142294694,155.075,4.541389034420634,-0.04086561888951951
154.783,4.400235467158044,-0.05396049142294694,155.175,4.572112719984637,-0.03906649711596393
154.783,4.400235467158044,-0.05396049142294694,155.275,4.600834254385212,-0.03723323012424019
155.283,4.564157432334221,-0.044426555444014006,155.375,4.627554426808718,-0.03541298987443166
155.283,4.564157432334221,-0.044426555444014006,155.475,4.652277870939288,-0.033649556403803696
155.283,4.564157432334221,-0.044426555444014006,155.575,4.675002100083605,-0.03191496844178311
155.283,4.564157432334221,-0.044426555444014006,155.675,4.695727146773331,-0.03024267552377937
155.283,4.564157432334221,-0.044426555444014006,155.775,4.714510960936411,-0.028683937772984752
155.283,4.564157432334221,-0.044426555444014006,155.875,4.732870342329349,-0.027158548179422766
155.283,4.564157432334221,-0.044426555444014006,155.975,4.750187981519489,-0.025704475511004566
155.283,4.564157432334221,-0.044426555444014006,156.075,4.765515071267121,-0.02434902209566758
156.083,4.739015373292343,-0.03156977316786673,156.175,4.779883393242186,-0.02299583576164793
156.083,4.739015373292343,-0.03156977316786673,156.275,4.794288732252692,-0.021603067024120376
156.083,4.739015373292343,-0.03156977316786673,156.425,4.815903686092201,-0.01951918342151519
156.083,4.739015373292343,-0.03156977316786673,156.525,4.830308882051182,-0.018127917148812157
156.083,4.739015373292343,-0.03156977316786673,156.625,4.844718689863847,-0.016767854141804504
156.083,4.739015373292343,-0.03156977316786673,156.725,4.85913294402504,-0.015451472922825582
156.083,4.739015373292343,-0.03156977316786673,156.825,4.873543468960373,-0.014144022592145429
156.083,4.739015373292343,-0.03156977316786673,156.925,4.887953460980808,-0.012794625708463316
156.083,4.739015373292343,-0.03156977316786673,157.025,4.902356298659242,-0.011357074485148394
156.083,4.739015373292343,-0.03156977316786673,157.125,4.91674766994203,-0.009846950594450616
157.183,4.901634392742851,-0.01706178919531595,157.225,4.9311431220937925,-0.008325916315030693
157.183,4.901634392742851,-0.01706178919531595,157.325,4.945535354684309,-0.006860998018376238
157.183,4.901634392742851,-0.01706178919531595,157.425,4.959933205661134,-0.005488635902106857
157.183,4.901634392742851,-0.01706178919531595,157.525,4.97433553507254,-0.004185037436415054
