amcl_time,amcl_X,amcl_Y,Odom_time,Odom_X,Odom_Y,Distance
548.723,0.0018162084950272366,-0.001547152966051392,551.665,0.004477083675003201,9.86514752186694e-07,0.0030784724418832943
548.723,0.0018162084950272366,-0.001547152966051392,551.765,0.004488945590137576,9.917382023292286e-07,0.003088733657162381
548.723,0.0018162084950272366,-0.001547152966051392,551.865,0.00552631516484846,9.593395984075469e-07,0.004020142188076967
548.723,0.0018162084950272366,-0.001547152966051392,551.965,0.008569539802650102,-8.95007972301522e-06,0.00692629423790443
548.723,0.0018162084950272366,-0.001547152966051392,552.065,0.013623638829679194,-6.471838493425596e-05,0.011900127032723272
548.723,0.0018162084950272366,-0.001547152966051392,552.165,0.02065653727424905,-0.00023165092615271427,0.01888619956810134
548.723,0.0018162084950272366,-0.001547152966051392,552.265,0.029700234137851497,-0.0006074533451630648,0.027899855222333653
548.723,0.0018162084950272366,-0.001547152966051392,552.365,0.04073085466288544,-0.0013180136435423327,0.03891532077728155
548.723,0.0018162084950272366,-0.001547152966051392,552.465,0.053728105932191045,-0.002518847793164544,0.05192099080683701
548.723,0.0018162084950272366,-0.001547152966051392,552.565,0.06866264595550142,-0.004394361205881613,0.06690704593626924
548.723,0.0018162084950272366,-0.001547152966051392,552.665,0.08548643950818455,-0.007156349985382364,0.08385803866652727
552.623,0.08264614894680991,-0.017732305220485082,552.765,0.10323122516756258,-0.010842165172146973,0.021707588371348622
552.623,0.08264614894680991,-0.017732305220485082,552.865,0.11910017444940725,-0.014894403906311875,0.0365643222173337
552.623,0.08264614894680991,-0.017732305220485082,552.965,0.134654737229612,-0.01962628513450822,0.05204306308322696
552.623,0.08264614894680991,-0.017732305220485082,553.065,0.151851063844188,-0.025705387334544656,0.06966268932757966
553.023,0.14968623800185699,-0.03211059590768638,553.165,0.16971849343942086,-0.0329956178786202,0.020051795974546593
553.023,0.14968623800185699,-0.03211059590768638,553.265,0.18560240415851942,-0.040435740205685126,0.03686840136180961
553.023,0.14968623800185699,-0.03211059590768638,553.365,0.2009869185305838,-0.04861763542809552,0.05389102129704763
553.023,0.14968623800185699,-0.03211059590768638,553.465,0.2176469246583211,-0.058572304406222436,0.07293063106459176
553.423,0.22888650365731894,-0.062253389946509634,553.565,0.2354085040286033,-0.07052230729680771,0.010531452083596732
553.423,0.22888650365731894,-0.062253389946509634,553.665,0.2540405035090513,-0.08469589757398932,0.0337103820380374
553.723,0.28356991582284374,-0.09622998212938612,553.765,0.2733215075550368,-0.10125420349997295,0.011413705463359167
553.723,0.28356991582284374,-0.09622998212938612,553.865,0.29306072574335296,-0.12022981914604612,0.025808286455583987
553.723,0.28356991582284374,-0.09622998212938612,553.965,0.31317628569578543,-0.14165198717359942,0.0542189605146573
554.023,0.37344850894468323,-0.1492251582334893,554.065,0.3335719680424225,-0.16548331698165092,0.04306351402533352
554.023,0.37344850894468323,-0.1492251582334893,554.165,0.3541853284053615,-0.19169444547073258,0.04663379121334634
554.023,0.37344850894468323,-0.1492251582334893,554.265,0.37390359030756093,-0.21875385038589776,0.06953018144281822
554.023,0.37344850894468323,-0.1492251582334893,554.365,0.39266985628939566,-0.24649418378556204,0.09915000517194067
554.023,0.37344850894468323,-0.1492251582334893,554.465,0.41161070367115515,-0.2764752018920928,0.132849263142321
554.523,0.4722110825284854,-0.28340622309731595,554.565,0.4297411764427544,-0.3069397213796328,0.04855428368676264
554.523,0.4722110825284854,-0.28340622309731595,554.665,0.44709124038717557,-0.3378155762645657,0.05992815850068178
554.523,0.4722110825284854,-0.28340622309731595,554.765,0.4647055639294893,-0.37080721833159935,0.08772266968910093
554.523,0.4722110825284854,-0.28340622309731595,554.865,0.4826801541169127,-0.40586581777129804,0.1229062805052679
554.523,0.4722110825284854,-0.28340622309731595,554.965,0.5011374807707214,-0.4429185747226586,0.16211393165399263
555.023,0.5721211365822954,-0.4473724840008406,555.065,0.5202351767905664,-0.4818866943731045,0.06231679983062192
555.023,0.5721211365822954,-0.4473724840008406,555.165,0.5401535189449271,-0.5226842511587271,0.08181559050604402
555.023,0.5721211365822954,-0.4473724840008406,555.265,0.5610736554866109,-0.5652258792887546,0.11837005372748971
555.023,0.5721211365822954,-0.4473724840008406,555.365,0.5832058601093588,-0.6093650297947947,0.1623713521175387
555.423,0.6824155742139406,-0.6113559765030614,555.465,0.6061501489273491,-0.6537341799385263,0.08724865168334882
555.423,0.6824155742139406,-0.6113559765030614,555.565,0.6298666298397771,-0.6977057497675092,0.10108251529152049
555.423,0.6824155742139406,-0.6113559765030614,555.665,0.654560670825931,-0.7411330876119998,0.13273279252143041
555.423,0.6824155742139406,-0.6113559765030614,555.765,0.6804202418791803,-0.7838781501092527,0.17253371188533254
555.823,0.7838613253492738,-0.7802889928137565,555.865,0.7074953418264334,-0.8258651270051632,0.08893226325267926
555.823,0.7838613253492738,-0.7802889928137565,555.965,0.7356639852286415,-0.8671288084000699,0.09931836268167545
555.823,0.7838613253492738,-0.7802889928137565,556.065,0.764858333956706,-0.9076756306015427,0.12879623118997943
555.823,0.7838613253492738,-0.7802889928137565,556.165,0.7951859998963892,-0.9473846132559992,0.16747893785361823
556.223,0.8916042090677144,-0.9264839580971158,556.265,0.8268135501365378,-0.9860690486535663,0.08802393141274968
556.223,0.8916042090677144,-0.9264839580971158,556.365,0.8598778644616415,-1.0235357876654367,0.10210591836236382
556.223,0.8916042090677144,-0.9264839580971158,556.465,0.8943656657051636,-1.0596608168986608,0.13320548548392125
