Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-15 20:56:12.655,12.2,22.3
2025-03-15 20:56:12.756,13.3,22.3
2025-03-15 20:56:12.857,15.5,22.3
2025-03-15 20:56:12.957,23.4,22.3
2025-03-15 20:56:13.058,5.7,22.3
2025-03-15 20:56:13.159,7.7,22.3
2025-03-15 20:56:13.259,10.3,22.3
2025-03-15 20:56:13.360,12.6,22.3
2025-03-15 20:56:13.461,26.9,22.3
2025-03-15 20:56:13.561,23.0,22.3
2025-03-15 20:56:13.662,9.7,22.3
2025-03-15 20:56:13.763,8.1,22.3
2025-03-15 20:56:13.863,9.4,22.3
2025-03-15 20:56:13.964,18.1,22.3
2025-03-15 20:56:14.064,33.1,22.3
2025-03-15 20:56:14.165,24.6,22.3
2025-03-15 20:56:14.265,18.8,22.3
2025-03-15 20:56:14.366,9.2,22.3
2025-03-15 20:56:14.467,8.6,22.3
2025-03-15 20:56:14.567,27.7,22.3
2025-03-15 20:56:14.668,28.4,22.3
2025-03-15 20:56:14.769,12.1,22.3
2025-03-15 20:56:14.870,25.9,22.3
2025-03-15 20:56:14.971,20.8,22.4
2025-03-15 20:56:15.071,24.9,22.4
2025-03-15 20:56:15.172,13.8,22.4
2025-03-15 20:56:15.272,24.0,22.4
2025-03-15 20:56:15.373,22.9,22.4
2025-03-15 20:56:15.473,10.3,22.4
2025-03-15 20:56:15.574,10.3,22.4
2025-03-15 20:56:15.675,15.5,22.4
2025-03-15 20:56:15.775,15.8,22.4
2025-03-15 20:56:15.875,20.1,22.4
2025-03-15 20:56:15.976,32.2,22.4
2025-03-15 20:56:16.076,29.4,22.4
2025-03-15 20:56:16.177,10.1,22.4
2025-03-15 20:56:16.277,10.8,22.4
2025-03-15 20:56:16.378,11.3,22.4
2025-03-15 20:56:16.479,17.6,22.4
2025-03-15 20:56:16.579,21.0,22.4
2025-03-15 20:56:16.680,18.9,22.4
2025-03-15 20:56:16.780,13.2,22.4
2025-03-15 20:56:16.881,13.7,22.4
2025-03-15 20:56:16.981,16.0,22.4
2025-03-15 20:56:17.082,17.5,22.4
2025-03-15 20:56:17.182,10.2,22.4
2025-03-15 20:56:17.283,10.1,22.4
2025-03-15 20:56:17.383,12.0,22.4
2025-03-15 20:56:17.484,13.9,22.4
2025-03-15 20:56:17.584,19.5,22.4
2025-03-15 20:56:17.685,21.1,22.4
2025-03-15 20:56:17.785,21.3,22.4
2025-03-15 20:56:17.886,11.5,22.4
2025-03-15 20:56:17.986,11.9,22.4
2025-03-15 20:56:18.086,10.9,22.4
2025-03-15 20:56:18.187,9.6,22.4
2025-03-15 20:56:18.288,13.1,22.4
2025-03-15 20:56:18.388,26.5,22.4
2025-03-15 20:56:18.489,24.9,22.4
2025-03-15 20:56:18.589,19.3,22.4
2025-03-15 20:56:18.689,19.1,22.4
2025-03-15 20:56:18.790,9.5,22.4
2025-03-15 20:56:18.890,10.3,22.4
2025-03-15 20:56:18.991,9.5,22.4
2025-03-15 20:56:19.091,14.2,22.4
2025-03-15 20:56:19.192,15.8,22.4
2025-03-15 20:56:19.293,16.5,22.4
2025-03-15 20:56:19.393,22.8,22.4
2025-03-15 20:56:19.493,17.4,22.4
2025-03-15 20:56:19.594,12.7,22.4
2025-03-15 20:56:19.694,19.8,22.4
2025-03-15 20:56:19.795,18.2,22.4
2025-03-15 20:56:19.895,9.5,22.4
2025-03-15 20:56:19.996,17.1,22.4
2025-03-15 20:56:20.096,14.9,22.4
2025-03-15 20:56:20.197,20.5,22.4
2025-03-15 20:56:20.297,24.4,22.4
2025-03-15 20:56:20.398,29.3,22.4
2025-03-15 20:56:20.498,14.9,22.4
2025-03-15 20:56:20.598,11.9,22.4
2025-03-15 20:56:20.699,13.2,22.4
2025-03-15 20:56:20.799,10.9,22.4
2025-03-15 20:56:20.900,17.2,22.4
2025-03-15 20:56:21.000,26.8,22.4
2025-03-15 20:56:21.100,24.1,22.4
2025-03-15 20:56:21.201,15.4,22.4
2025-03-15 20:56:21.301,19.1,22.4
2025-03-15 20:56:21.402,12.1,22.4
2025-03-15 20:56:21.502,11.4,22.4
2025-03-15 20:56:21.602,10.8,22.4
2025-03-15 20:56:21.703,10.8,22.4
2025-03-15 20:56:21.803,17.5,22.4
2025-03-15 20:56:21.904,17.0,22.4
2025-03-15 20:56:22.004,20.6,22.4
2025-03-15 20:56:22.104,15.3,22.4
2025-03-15 20:56:22.205,11.0,22.4
2025-03-15 20:56:22.305,10.8,22.4
2025-03-15 20:56:22.406,12.7,22.4
2025-03-15 20:56:22.506,11.0,22.4
2025-03-15 20:56:22.607,18.1,22.4
2025-03-15 20:56:22.707,25.4,22.4
2025-03-15 20:56:22.807,19.6,22.4
2025-03-15 20:56:22.908,27.6,22.4
2025-03-15 20:56:23.008,17.5,22.4
2025-03-15 20:56:23.109,18.2,22.4
2025-03-15 20:56:23.209,11.0,22.4
2025-03-15 20:56:23.310,10.2,22.4
2025-03-15 20:56:23.410,10.9,22.4
2025-03-15 20:56:23.510,17.1,22.4
2025-03-15 20:56:23.611,18.9,22.4
2025-03-15 20:56:23.711,16.4,22.4
2025-03-15 20:56:23.812,23.1,22.4
2025-03-15 20:56:23.912,16.6,22.4
2025-03-15 20:56:24.012,10.1,22.4
2025-03-15 20:56:24.113,9.6,22.4
2025-03-15 20:56:24.213,13.7,22.4
2025-03-15 20:56:24.313,9.1,22.4
2025-03-15 20:56:24.414,10.8,22.4
2025-03-15 20:56:24.514,13.6,22.4
2025-03-15 20:56:24.615,28.2,22.4
2025-03-15 20:56:24.715,17.7,22.4
2025-03-15 20:56:24.816,17.2,22.4
2025-03-15 20:56:24.916,10.8,22.4
2025-03-15 20:56:25.017,10.1,22.4
2025-03-15 20:56:25.117,13.7,22.4
2025-03-15 20:56:25.217,13.7,22.4
2025-03-15 20:56:25.318,18.0,22.4
2025-03-15 20:56:25.418,25.1,22.4
2025-03-15 20:56:25.519,24.4,22.4
2025-03-15 20:56:25.619,21.4,22.4
2025-03-15 20:56:25.720,17.3,22.4
2025-03-15 20:56:25.820,9.7,22.4
2025-03-15 20:56:25.921,11.5,22.4
2025-03-15 20:56:26.021,19.7,22.4
2025-03-15 20:56:26.121,13.7,22.4
2025-03-15 20:56:26.222,24.6,22.4
2025-03-15 20:56:26.322,26.1,22.4
2025-03-15 20:56:26.423,15.9,22.4
2025-03-15 20:56:26.523,13.2,22.4
2025-03-15 20:56:26.624,9.7,22.4
2025-03-15 20:56:26.724,8.3,22.4
2025-03-15 20:56:26.824,10.3,22.4
2025-03-15 20:56:26.925,12.4,22.4
2025-03-15 20:56:27.025,14.3,22.4
2025-03-15 20:56:27.126,16.6,22.4
2025-03-15 20:56:27.226,18.0,22.4
2025-03-15 20:56:27.326,16.6,22.4
2025-03-15 20:56:27.427,10.3,22.4
2025-03-15 20:56:27.527,11.3,22.4
2025-03-15 20:56:27.628,13.7,22.4
2025-03-15 20:56:27.728,11.4,22.4
2025-03-15 20:56:27.829,18.9,22.4
2025-03-15 20:56:27.929,20.4,22.4
2025-03-15 20:56:28.029,28.2,22.4
