Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-16 14:15:01.913,19.1,20.3
2025-03-16 14:15:02.014,15.2,20.3
2025-03-16 14:15:02.114,9.6,20.3
2025-03-16 14:15:02.215,11.6,20.3
2025-03-16 14:15:02.316,16.7,20.3
2025-03-16 14:15:02.417,27.9,20.3
2025-03-16 14:15:02.517,31.9,20.3
2025-03-16 14:15:02.618,21.7,20.3
2025-03-16 14:15:02.719,11.5,20.3
2025-03-16 14:15:02.819,8.5,20.3
2025-03-16 14:15:02.920,8.5,20.3
2025-03-16 14:15:03.020,13.2,20.3
2025-03-16 14:15:03.121,27.0,20.3
2025-03-16 14:15:03.222,33.7,20.3
2025-03-16 14:15:03.322,20.1,20.3
2025-03-16 14:15:03.423,8.4,20.3
2025-03-16 14:15:03.523,7.8,20.3
2025-03-16 14:15:03.624,10.3,20.3
2025-03-16 14:15:03.725,17.3,20.3
2025-03-16 14:15:03.826,28.8,20.3
2025-03-16 14:15:03.926,29.1,20.3
2025-03-16 14:15:04.027,18.8,20.3
2025-03-16 14:15:04.127,18.6,20.3
2025-03-16 14:15:04.228,22.8,20.4
2025-03-16 14:15:04.328,16.6,20.4
2025-03-16 14:15:04.429,15.7,20.4
2025-03-16 14:15:04.530,11.6,20.4
2025-03-16 14:15:04.631,13.2,20.4
2025-03-16 14:15:04.731,11.4,20.4
2025-03-16 14:15:04.832,10.2,20.4
2025-03-16 14:15:04.932,13.7,20.4
2025-03-16 14:15:05.032,17.7,20.4
2025-03-16 14:15:05.133,25.0,20.4
2025-03-16 14:15:05.234,24.9,20.4
2025-03-16 14:15:05.334,24.9,20.4
2025-03-16 14:15:05.435,10.4,20.4
2025-03-16 14:15:05.535,12.9,20.4
2025-03-16 14:15:05.636,10.8,20.4
2025-03-16 14:15:05.736,11.0,20.4
2025-03-16 14:15:05.837,10.3,20.4
2025-03-16 14:15:05.937,14.2,20.4
2025-03-16 14:15:06.038,13.7,20.4
2025-03-16 14:15:06.138,19.3,20.3
2025-03-16 14:15:06.239,21.2,20.3
2025-03-16 14:15:06.339,20.0,20.3
2025-03-16 14:15:06.440,17.2,20.3
2025-03-16 14:15:06.540,8.4,20.3
2025-03-16 14:15:06.641,7.7,20.3
2025-03-16 14:15:06.741,9.6,20.3
2025-03-16 14:15:06.842,8.3,20.3
2025-03-16 14:15:06.942,10.3,20.3
2025-03-16 14:15:07.043,11.3,20.3
2025-03-16 14:15:07.143,23.0,20.3
2025-03-16 14:15:07.244,22.3,20.3
2025-03-16 14:15:07.344,16.5,20.3
2025-03-16 14:15:07.445,14.8,20.4
2025-03-16 14:15:07.545,16.6,20.4
2025-03-16 14:15:07.646,10.3,20.4
2025-03-16 14:15:07.746,9.7,20.4
2025-03-16 14:15:07.847,9.0,20.4
2025-03-16 14:15:07.947,20.7,20.3
2025-03-16 14:15:08.048,15.5,20.3
2025-03-16 14:15:08.148,22.0,20.3
2025-03-16 14:15:08.249,21.6,20.3
2025-03-16 14:15:08.349,28.4,20.3
2025-03-16 14:15:08.450,16.5,20.3
2025-03-16 14:15:08.550,17.1,20.3
2025-03-16 14:15:08.650,10.9,20.3
2025-03-16 14:15:08.751,22.6,20.3
2025-03-16 14:15:08.852,14.1,20.3
2025-03-16 14:15:08.952,14.5,20.3
2025-03-16 14:15:09.053,18.5,20.3
2025-03-16 14:15:09.153,11.3,20.3
2025-03-16 14:15:09.254,28.0,20.3
2025-03-16 14:15:09.354,25.4,20.3
2025-03-16 14:15:09.455,20.5,20.3
2025-03-16 14:15:09.555,15.4,20.3
2025-03-16 14:15:09.656,11.0,20.3
2025-03-16 14:15:09.757,10.8,20.3
2025-03-16 14:15:09.857,16.0,20.3
2025-03-16 14:15:09.957,19.9,20.3
2025-03-16 14:15:10.058,20.6,20.3
2025-03-16 14:15:10.159,8.6,20.3
2025-03-16 14:15:10.259,11.6,20.3
2025-03-16 14:15:10.360,15.7,20.3
2025-03-16 14:15:10.461,22.4,20.3
2025-03-16 14:15:10.561,22.4,20.3
2025-03-16 14:15:10.662,8.5,20.3
2025-03-16 14:15:10.763,7.9,20.3
2025-03-16 14:15:10.863,12.7,20.3
2025-03-16 14:15:10.964,11.0,20.3
2025-03-16 14:15:11.065,16.2,20.3
2025-03-16 14:15:11.166,31.4,20.3
2025-03-16 14:15:11.266,17.5,20.3
2025-03-16 14:15:11.367,7.7,20.3
2025-03-16 14:15:11.468,9.1,20.3
2025-03-16 14:15:11.568,15.7,20.3
2025-03-16 14:15:11.669,19.6,20.3
2025-03-16 14:15:11.770,16.9,20.3
2025-03-16 14:15:11.870,24.4,20.3
2025-03-16 14:15:11.971,23.5,20.3
2025-03-16 14:15:12.072,7.7,20.3
2025-03-16 14:15:12.172,9.0,20.3
2025-03-16 14:15:12.273,20.6,20.3
2025-03-16 14:15:12.374,34.0,20.3
2025-03-16 14:15:12.475,24.9,20.3
2025-03-16 14:15:12.575,11.4,20.3
2025-03-16 14:15:12.675,26.1,20.3
2025-03-16 14:15:12.776,24.4,20.3
2025-03-16 14:15:12.877,9.1,20.3
2025-03-16 14:15:12.978,10.4,20.3
2025-03-16 14:15:13.078,10.9,20.3
2025-03-16 14:15:13.179,10.3,20.3
2025-03-16 14:15:13.280,9.0,20.3
2025-03-16 14:15:13.380,7.1,20.3
2025-03-16 14:15:13.480,15.0,20.3
2025-03-16 14:15:13.581,8.3,20.3
2025-03-16 14:15:13.682,10.2,20.3
2025-03-16 14:15:13.782,16.6,20.3
2025-03-16 14:15:13.882,27.4,20.3
2025-03-16 14:15:13.983,14.7,20.3
2025-03-16 14:15:14.083,10.9,20.3
2025-03-16 14:15:14.184,11.0,20.3
2025-03-16 14:15:14.285,10.3,20.3
2025-03-16 14:15:14.385,12.2,20.3
2025-03-16 14:15:14.486,8.9,20.3
2025-03-16 14:15:14.586,16.2,20.3
2025-03-16 14:15:14.687,15.8,20.3
2025-03-16 14:15:14.787,18.5,20.3
2025-03-16 14:15:14.888,15.8,20.3
2025-03-16 14:15:14.988,25.9,20.3
