amcl_Timestamp,amcl_X,amcl_Y,Odom_Timestamp,Odom_X,Odom_Y
502.784,-0.00467270057177364,-0.005803476180252741,506.531,0.0003393820085295911,6.803734533666801e-09
502.784,-0.00467270057177364,-0.005803476180252741,506.631,0.000345278317617669,7.067223049324474e-09
502.784,-0.00467270057177364,-0.005803476180252741,506.731,0.00032770003635121565,-1.8601563317987656e-08
502.784,-0.00467270057177364,-0.005803476180252741,506.831,0.0003195212646668045,-6.788017993582929e-08
502.784,-0.00467270057177364,-0.005803476180252741,506.931,0.00031894481565858184,-7.66539123334964e-08
502.784,-0.00467270057177364,-0.005803476180252741,507.031,0.00031828479223854186,-9.687828123456886e-08
502.784,-0.00467270057177364,-0.005803476180252741,507.131,0.0003172887835902976,-1.4717044441137392e-07
502.784,-0.00467270057177364,-0.005803476180252741,507.231,0.00031586092957399574,-2.5459845668266274e-07
502.784,-0.00467270057177364,-0.005803476180252741,507.331,0.0003139653326640771,-4.538158892610244e-07
502.784,-0.00467270057177364,-0.005803476180252741,507.431,0.00031161174408943595,-7.838328814566875e-07
507.484,-0.004269061998500107,-0.010373127274562093,507.531,0.00030885907187461334,-1.281565240704009e-06
507.484,-0.004269061998500107,-0.010373127274562093,507.631,0.0003058310288628748,-1.9695283182436206e-06
507.484,-0.004269061998500107,-0.010373127274562093,507.731,0.00030257640682707267,-2.880528844310929e-06
507.484,-0.004269061998500107,-0.010373127274562093,507.831,0.00029939780947937943,-3.947809119548363e-06
507.884,0.002487605457894662,-0.014139236500549131,507.931,0.0002971304239052985,-4.831647143123543e-06
507.884,0.002487605457894662,-0.014139236500549131,508.031,0.00028387587136309144,-1.1005790041892032e-05
507.884,0.002487605457894662,-0.014139236500549131,508.131,0.0002505343487466622,-2.7995892397158098e-05
507.884,0.002487605457894662,-0.014139236500549131,508.231,0.0002259442207074938,-4.2168519417873445e-05
508.284,-0.003293275397909229,-0.014671023490301496,508.331,0.00020096331847735912,-5.833338020914883e-05
508.284,-0.003293275397909229,-0.014671023490301496,508.431,0.00017913100356225467,-7.405513137100345e-05
508.284,-0.003293275397909229,-0.014671023490301496,508.531,0.00017845243964799716,-7.447605082533463e-05
508.584,-0.0036547305630215627,-0.009795177944231697,508.631,0.0001799169632950797,-7.309276470683938e-05
508.584,-0.0036547305630215627,-0.009795177944231697,508.731,0.00018551328402315566,-6.748742029793494e-05
508.584,-0.0036547305630215627,-0.009795177944231697,508.831,0.0001864059966812148,-6.651685654645351e-05
508.584,-0.0036547305630215627,-0.009795177944231697,508.931,0.00019159042112304502,-6.032847138984769e-05
508.984,0.002141730655702183,-0.0193112644852097,509.031,0.00019607506256154742,-5.437176819159374e-05
508.984,0.002141730655702183,-0.0193112644852097,509.131,0.00020269003239670096,-4.467624902193832e-05
508.984,0.002141730655702183,-0.0193112644852097,509.231,0.0002116549545750688,-2.978341360552345e-05
508.984,0.002141730655702183,-0.0193112644852097,509.331,0.00021452226303057172,-2.4643768916111993e-05
509.384,0.009286386904440442,-0.02278142510639002,509.431,0.00021210920953115264,-2.9920040468638306e-05
509.384,0.009286386904440442,-0.02278142510639002,509.531,0.00021377167723128678,-2.6150201450966974e-05
509.384,0.009286386904440442,-0.02278142510639002,509.631,0.0002125632039627356,-2.9690570300733242e-05
509.384,0.009286386904440442,-0.02278142510639002,509.731,0.00020844175396486124,-4.267458436110942e-05
509.784,0.023584762983912256,-0.026743007539732612,509.831,0.00020665529838882556,-4.930751425777019e-05
509.784,0.023584762983912256,-0.026743007539732612,509.931,0.0002066401912060163,-4.924030312656453e-05
509.784,0.023584762983912256,-0.026743007539732612,510.031,0.0002063317975171923,-4.9812736536588945e-05
509.784,0.023584762983912256,-0.026743007539732612,510.131,0.00020830465885492348,-3.057500626948492e-05
510.184,0.030770191711769486,-0.03059059915320309,510.231,0.00020913068054584385,-1.4466602462564813e-05
510.184,0.030770191711769486,-0.03059059915320309,510.331,0.00020918119687098706,1.1574361869306485e-06
510.184,0.030770191711769486,-0.03059059915320309,510.431,0.0002085020008851386,1.5606721261429728e-05
510.184,0.030770191711769486,-0.03059059915320309,510.531,0.00020737917628090667,2.705191861907882e-05
510.584,0.03544572828840128,-0.03983520179818497,510.631,0.00020582481607255143,3.768663326552914e-05
510.584,0.03544572828840128,-0.03983520179818497,510.731,0.00020404666044519914,4.663458577433898e-05
510.584,0.03544572828840128,-0.03983520179818497,510.831,0.00020234337457258772,5.3409302657510886e-05
510.584,0.03544572828840128,-0.03983520179818497,510.931,0.00020069907051312573,5.8864163948966915e-05
510.984,0.03708783331132943,-0.036765632737343214,511.031,0.0001990956121364142,6.330735045622832e-05
510.984,0.03708783331132943,-0.036765632737343214,511.131,0.0001990588233883001,6.350507336678609e-05
510.984,0.03708783331132943,-0.036765632737343214,511.231,0.00020246699149074063,5.638041108424652e-05
510.984,0.03708783331132943,-0.036765632737343214,511.331,0.0002045551089000144,5.247752563895897e-05
511.384,0.03213023951521615,-0.03449782271233711,511.431,0.0002070463324775871,4.8339429836868775e-05
511.384,0.03213023951521615,-0.03449782271233711,511.531,0.0002076373628291397,4.747308605888832e-05
511.384,0.03213023951521615,-0.03449782271233711,511.631,0.0002065261426286224,4.89191568996235e-05
511.384,0.03213023951521615,-0.03449782271233711,511.731,0.00020452452183420468,5.129900639787836e-05
511.784,0.02822437281918301,-0.03766134397668463,511.831,0.0002000138787550567,5.6207576143437604e-05
511.784,0.02822437281918301,-0.03766134397668463,511.931,0.0001919574117140049,6.411521663447883e-05
