amcl_Timestamp,amcl_X,amcl_Y,Odom_Timestamp,Odom_X,Odom_Y
135.491,0.026814525876412885,-0.00714352983873224,138.654,0.00030400701382300005,5.571305720615508e-09
135.491,0.026814525876412885,-0.00714352983873224,138.754,0.0003132192534186954,5.880564207452844e-09
135.491,0.026814525876412885,-0.00714352983873224,138.854,0.0003224314918041672,6.198052690936046e-09
135.491,0.026814525876412885,-0.00714352983873224,138.954,0.00033164372937777883,6.523771081399139e-09
135.491,0.026814525876412885,-0.00714352983873224,139.054,0.0003408559664333099,6.857719286013498e-09
135.491,0.026814525876412885,-0.00714352983873224,139.154,0.0003500682031864252,7.199897209507604e-09
135.491,0.026814525876412885,-0.00714352983873224,139.254,0.00035928043979443553,7.550304754723539e-09
135.491,0.026814525876412885,-0.00714352983873224,139.354,0.00036849267637113173,7.908941823047796e-09
135.491,0.026814525876412885,-0.00714352983873224,139.454,0.00037770491299801923,8.275808314748003e-09
135.491,0.026814525876412885,-0.00714352983873224,139.554,0.00038691714973264465,8.650904129234171e-09
135.491,0.026814525876412885,-0.00714352983873224,139.654,0.0003961293866147904,9.034229165256347e-09
135.491,0.026814525876412885,-0.00714352983873224,139.754,0.00040534162367118423,9.42578332106158e-09
135.491,0.026814525876412885,-0.00714352983873224,139.854,0.0004145538609189824,9.825566494512938e-09
135.491,0.026814525876412885,-0.00714352983873224,139.954,0.0004237660983683469,1.0233578583181352e-08
135.491,0.026814525876412885,-0.00714352983873224,140.054,0.00043297833602439975,1.0649819484417072e-08
135.491,0.026814525876412885,-0.00714352983873224,140.154,0.00044219057388866583,1.1074289095402404e-08
135.491,0.026814525876412885,-0.00714352983873224,140.254,0.0004514028119601386,1.1506987313195742e-08
135.491,0.026814525876412885,-0.00714352983873224,140.354,0.00046061505023607967,1.1947914034764498e-08
135.491,0.026814525876412885,-0.00714352983873224,140.454,0.0004698272887124847,1.2397069157001943e-08
135.491,0.026814525876412885,-0.00714352983873224,140.554,0.00047903952738466155,1.2854452576753605e-08
