Timestamp,CPU Usage (%),RAM Usage (%)
2025-03-15 22:13:02.271,16.9,22.3
2025-03-15 22:13:02.372,8.6,22.3
2025-03-15 22:13:02.473,10.8,22.3
2025-03-15 22:13:02.573,17.7,22.3
2025-03-15 22:13:02.674,24.3,22.3
2025-03-15 22:13:02.775,18.2,22.3
2025-03-15 22:13:02.875,8.6,22.3
2025-03-15 22:13:02.976,9.1,22.3
2025-03-15 22:13:03.077,7.8,22.3
2025-03-15 22:13:03.177,20.2,22.3
2025-03-15 22:13:03.278,24.3,22.3
2025-03-15 22:13:03.378,13.2,22.3
2025-03-15 22:13:03.479,7.7,22.3
2025-03-15 22:13:03.580,10.9,22.3
2025-03-15 22:13:03.680,10.2,22.3
2025-03-15 22:13:03.781,26.4,22.3
2025-03-15 22:13:03.881,26.0,22.3
2025-03-15 22:13:03.982,21.3,22.3
2025-03-15 22:13:04.082,9.2,22.3
2025-03-15 22:13:04.183,7.7,22.3
2025-03-15 22:13:04.283,21.2,22.3
2025-03-15 22:13:04.384,23.2,22.3
2025-03-15 22:13:04.485,13.9,22.3
2025-03-15 22:13:04.585,11.4,22.4
2025-03-15 22:13:04.686,14.3,22.4
2025-03-15 22:13:04.786,16.5,22.4
2025-03-15 22:13:04.887,24.0,22.4
2025-03-15 22:13:04.988,25.6,22.4
2025-03-15 22:13:05.088,11.0,22.4
2025-03-15 22:13:05.189,12.1,22.4
2025-03-15 22:13:05.289,11.3,22.4
2025-03-15 22:13:05.390,16.0,22.4
2025-03-15 22:13:05.491,14.3,22.4
2025-03-15 22:13:05.591,19.1,22.4
2025-03-15 22:13:05.692,21.9,22.4
2025-03-15 22:13:05.792,26.7,22.4
2025-03-15 22:13:05.893,19.1,22.4
2025-03-15 22:13:05.993,12.2,22.4
2025-03-15 22:13:06.093,15.1,22.4
2025-03-15 22:13:06.194,10.2,22.4
2025-03-15 22:13:06.294,10.8,22.4
2025-03-15 22:13:06.395,22.2,22.4
2025-03-15 22:13:06.495,20.9,22.4
2025-03-15 22:13:06.596,13.6,22.4
2025-03-15 22:13:06.696,27.2,22.4
2025-03-15 22:13:06.797,21.4,22.4
2025-03-15 22:13:06.898,13.8,22.4
2025-03-15 22:13:06.998,7.8,22.4
2025-03-15 22:13:07.099,5.8,22.4
2025-03-15 22:13:07.200,7.9,22.4
2025-03-15 22:13:07.301,26.1,22.4
2025-03-15 22:13:07.401,26.7,22.4
2025-03-15 22:13:07.502,12.2,22.4
2025-03-15 22:13:07.603,7.1,22.4
2025-03-15 22:13:07.703,9.0,22.4
2025-03-15 22:13:07.804,22.3,22.4
2025-03-15 22:13:07.904,27.2,22.4
2025-03-15 22:13:08.005,22.8,22.4
2025-03-15 22:13:08.106,14.5,22.4
2025-03-15 22:13:08.206,8.5,22.4
2025-03-15 22:13:08.307,12.8,22.4
2025-03-15 22:13:08.408,17.1,22.4
2025-03-15 22:13:08.509,25.6,22.4
2025-03-15 22:13:08.609,29.4,22.4
2025-03-15 22:13:08.710,7.2,22.4
2025-03-15 22:13:08.811,11.2,22.4
2025-03-15 22:13:08.911,8.6,22.4
2025-03-15 22:13:09.012,21.7,22.4
2025-03-15 22:13:09.113,21.6,22.4
2025-03-15 22:13:09.214,25.6,22.4
2025-03-15 22:13:09.314,9.4,22.4
2025-03-15 22:13:09.416,10.4,22.4
2025-03-15 22:13:09.516,16.6,22.4
2025-03-15 22:13:09.617,19.8,22.4
2025-03-15 22:13:09.717,23.5,22.4
2025-03-15 22:13:09.818,9.3,22.4
2025-03-15 22:13:09.919,7.9,22.4
2025-03-15 22:13:10.019,15.2,22.4
2025-03-15 22:13:10.120,21.2,22.4
2025-03-15 22:13:10.220,28.6,22.4
2025-03-15 22:13:10.320,15.0,22.4
2025-03-15 22:13:10.421,6.4,22.4
2025-03-15 22:13:10.522,8.6,22.4
2025-03-15 22:13:10.623,16.0,22.4
2025-03-15 22:13:10.723,24.4,22.4
2025-03-15 22:13:10.824,11.6,22.4
2025-03-15 22:13:10.924,7.6,22.4
2025-03-15 22:13:11.025,7.1,22.4
2025-03-15 22:13:11.126,10.3,22.4
2025-03-15 22:13:11.227,19.5,22.4
2025-03-15 22:13:11.327,34.2,22.4
2025-03-15 22:13:11.428,23.2,22.4
2025-03-15 22:13:11.529,8.0,22.4
2025-03-15 22:13:11.629,8.4,22.4
2025-03-15 22:13:11.730,12.1,22.4
2025-03-15 22:13:11.831,24.6,22.4
2025-03-15 22:13:11.931,23.2,22.4
2025-03-15 22:13:12.032,13.3,22.4
2025-03-15 22:13:12.133,10.6,22.4
2025-03-15 22:13:12.234,7.7,22.4
2025-03-15 22:13:12.335,10.8,22.4
2025-03-15 22:13:12.436,24.3,22.4
2025-03-15 22:13:12.536,28.6,22.4
